"payment date","payment time","Receipt number / ID","INV. No","cash tray code","menu name","order type","quantity","unit price","balance before reduction","all discounts","Total discount %","net price","Item tax type","table","customer name","telephone number","payment type","note","group","Category","branch"
"12/10/2022","14:44","O0CUZ","","SMB","มอคค่า/Mochaปกติ x 1กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"12/10/2022","14:44","O0CUZ","","SMB","ชอฟท์คุกกี้/cookies","Take Away","2","15","30.00","0","0","30.00","VATable","Counter","","","Cash","","","Cookie","1"
"12/10/2022","15:19","1G8UO","","SMB","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"12/10/2022","15:39","2YF9S","","SMB","กล้วยทอด/Fried banana","Dine-In","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"12/10/2022","15:39","2YF9S","","SMB","เกนมัทฉะ/Gen Matcha","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"12/10/2022","15:39","2YF9S","","SMB","โกโก้/Cocoaปกติ x 125% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"12/10/2022","15:39","2YF9S","","SMB","I คาปูชิโน่/CappucinoIcedปกติ x 225% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"12/10/2022","15:39","2YF9S","","SMB","I มอคค่า/Iced Mochaปกติ x 225% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"12/10/2022","15:39","2YF9S","","SMB","คุกกี้มัทฉะ/ Matcha cookies","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"12/10/2022","15:39","2YF9S","","SMB","คุกกี้กาแฟ/coffe cookie","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"12/10/2022","15:39","2YF9S","","SMB","ชอฟท์คุกกี้/cookies","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"12/10/2022","15:40","WUMA3","","SMB","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"12/10/2022","16:13","80FFM","","SMB","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"12/10/2022","16:13","80FFM","","SMB","นมสดสตรอเบอร์รี่/Fresh cream strawberry sauce cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Bakery","1"
"12/10/2022","16:48","IM3M3","","SMB","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"12/10/2022","16:48","IM3M3","","SMB","โกโก้/Cocoaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"12/10/2022","17:03","PBN56","","SMB","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"12/10/2022","17:03","PBN56","","SMB","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","โอนเงิน","","","Frappe","1"
"13/10/2022","08:18","WJRTL","","CRM","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"13/10/2022","08:31","NHBBZ","","CRM","P เอสเพรสโซ่/Espressoปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","09:14","LSZ92","","CRM","Iดัลโกน่า/Dalgona","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","09:17","VJ6HB","","CRM","P เอสเพรสโซ่/Espressoปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","09:18","L91AB","","CRM","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","09:55","U9KJF","","CRM","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","09:55","U9KJF","","CRM","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","09:55","U9KJF","","CRM","P โกโกั/Cocoaปกติ x 2กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","09:55","U9KJF","","CRM","นมสดสตรอเบอร์รี่/Fresh cream strawberry sauce cake","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Bakery","1"
"13/10/2022","10:05","9Y3A6","","CRM","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","10:07","ALQO5","","CRM","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","10:08","0ZL2C","","CRM","P โกโกั/Cocoaปกติ x 2ทานที่ร้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","10:30","NIR7D","","CRM","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","10:33","1QC7N","","CRM","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","10:48","FKXWG","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","10:51","6WD5Y","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","10:58","1LEKY","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","10:59","K9SMG","","CRM","ชากุหลาบ/Rose Tea","Take Away","1","60","60.00","0","0","60.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","11:05","V85PN","","CRM","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","11:11","1U6VE","","CRM","ชาเขียว/Green Milk Teaปกติ x 125% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","11:21","RC6AT","","CRM","ชากุหลาบ/Rose Tea","Take Away","1","60","60.00","0","0","60.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","11:24","0UAZS","","CRM","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","11:24","0UAZS","","CRM","P เอสเพรสโซ่/Espressoปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","11:33","RF2DU","","CRM","ชาเขียว/Green Milk Teaปกติ x 125% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","11:33","RF2DU","","CRM","เผือกทอด/Crispy Roti","Take Away","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"13/10/2022","11:45","2EQR8","","CRM","I ลาเต้/Iced Latteปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"13/10/2022","11:48","JDJDK","","CRM","อเมริกาโน่/Americanoปกติ x 2แกัวลูกค้า x 1","Dine-In","2","45","90.00","0","0","90.00","VATable","Counter","","","Cash","","","Hot","1"
"13/10/2022","11:57","DX7ZU","","CRM","I นมสด/Dino Fresh Milkปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","11:57","DX7ZU","","CRM","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","11:57","DX7ZU","","CRM","คาปูชิโน่/Cappucinoปกติ x 1ทานที่ร้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"13/10/2022","11:57","DX7ZU","","CRM","ส้มหน้านิ่ม/Orange Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"13/10/2022","11:59","E9RS8","","CRM","คุกกี้มัทฉะ/ Matcha cookies","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"13/10/2022","11:59","E9RS8","","CRM","ชอฟท์คุกกี้/cookies","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"13/10/2022","11:59","E9RS8","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","12:17","5473K","","CRM","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","12:19","6RJ9H","","CRM","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","12:19","WECZQ","","CRM","I นมสด/Dino Fresh Milkปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","12:28","P9KWW","","CRM","กล้วยทอด/Fried banana","Dine-In","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"13/10/2022","12:31","XQ1T8","","CRM","P ชาเขียว/Green Milk Teaปกติ x 2กลับบ้าน x 1วิปปิ้งครีม x 1100% x 1","Dine-In","1","80","80.00","0","0","80.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","12:31","XQ1T8","","CRM","P ชอคโกแลต/Chocolateปกติ x 1กลับบ้าน x 1วิปปิ้งครีม x 1100% x 1","Dine-In","1","80","80.00","0","0","80.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","12:39","PX7AT","","CRM","I ลาเต้/Iced Latteปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","12:44","6CLBE","","CRM","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","2","65","130.00","0","0","130.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","12:44","6CLBE","","CRM","P ลาเตั/Latteน้อย x 1ปกติ x 2กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","12:44","6CLBE","","CRM","P คาปูชิโน่/Cappucinoปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"13/10/2022","12:47","GJRJR","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"13/10/2022","12:47","GJRJR","","CRM","ชอฟท์คุกกี้/cookies","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","โอนเงิน","","","Cookie","1"
"13/10/2022","13:07","0T0GR","","CRM","ส้มหน้านิ่ม/Orange Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"13/10/2022","13:07","0T0GR","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","13:19","H6QW3","","CRM","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","13:19","H6QW3","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","13:25","CNMCU","","CRM","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","13:53","896FB","","CRM","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"13/10/2022","14:22","CKU4A","","CRM","โกโก้/Cocoaปกติ x 125% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","14:22","CKU4A","","CRM","ส้มหน้านิ่ม/Orange Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"13/10/2022","14:23","LAEXT","","CRM","P คาปูชิโน่/Cappucinoปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"13/10/2022","14:27","APR50","","CRM","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","14:27","APR50","","CRM","ชอคโกแลตหน้านิ่ม/Chocolate Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"13/10/2022","14:40","UUW4S","","CRM","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","14:41","K84E5","","CRM","I ไดโนเพรสโซ่/Dinopressoปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","15:42","S19I1","","CRM","ชานม/Thai milk Tea50% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","15:42","S19I1","","CRM","โกโก้/Cocoaปกติ x 150% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","15:42","S19I1","","CRM","ชาเขียว/Green Milk Teaปกติ x 150% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","15:42","S19I1","","CRM","I คาปูชิโน่/CappucinoIcedปกติ x 250% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"13/10/2022","16:43","0AA8V","","CRM","อัฟโฟกาโตั/Affogatoปกติ x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"13/10/2022","17:03","5T7WJ","","CRM","Iดัลโกน่า/Dalgona","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","07:47","L5CI0","","EBV","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","07:54","WD8TL","","EBV","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"14/10/2022","08:12","WCZHY","","EBV","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","08:28","BULJO","","EBV","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","08:28","BULJO","","EBV","ชานม/Thai milk Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","08:33","FRW5Z","","EBV","P ชอคโกแลต/Chocolateปกติ x 2กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","โอนเงิน","","","Frappe","1"
"14/10/2022","09:04","CUYUV","","EBV","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"14/10/2022","09:32","300XT","","EBV","I เอสเพรสโซ่/Iced Espressoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","10:00","WN1KF","","EBV","คุกกี้มัทฉะ/ Matcha cookies","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"14/10/2022","10:00","WN1KF","","EBV","ชอฟท์คุกกี้/cookies","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"14/10/2022","10:00","WN1KF","","EBV","มันทอด/Fried Potato","Dine-In","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"14/10/2022","10:00","WN1KF","","EBV","I ไดโนเพรสโซ่/Dinopressoปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","10:00","WN1KF","","EBV","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","10:01","NHBX5","","EBV","ลาเต้/Latteปกติ x 1กลับบ้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"14/10/2022","10:20","ME1Y3","","EBV","I คาปูชิโน่/CappucinoIcedปกติ x 225% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","10:20","ME1Y3","","EBV","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"14/10/2022","10:22","MHIJ7","","EBV","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","10:33","32YHL","","EBV","I เอสเพรสโซ่/Iced Espressoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","10:33","32YHL","","EBV","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","10:52","I1V2F","","EBV","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"14/10/2022","11:17","5TWOR","","EBV","ชานม/Thai milk Tea25% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","11:17","5TWOR","","EBV","ชาเขียว/Green Milk Teaปกติ x 125% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","11:17","5TWOR","","EBV","I คาปูชิโน่/CappucinoIcedปกติ x 225% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","11:17","5TWOR","","EBV","คุกกี้มัทฉะ/ Matcha cookies","Dine-In","4","15","60.00","0","0","60.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"14/10/2022","11:17","UZ93W","","EBV","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","โอนเงิน","","","Frappe","1"
"14/10/2022","12:02","KEOLO","","EBV","เผือกทอด/Crispy Roti","Dine-In","2","25","50.00","0","0","50.00","VATable","Counter","","","Cash","","","ขนมขบเคี้ยว","1"
"14/10/2022","12:02","KEOLO","","EBV","เอสเพรสโซ่/Espressoปกติ x 1กลับบ้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"14/10/2022","12:41","XXE6H","","EBV","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"14/10/2022","12:41","KZC5D","","EBV","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","13:03","S4OMD","","EBV","เอสเพรสโซ่/Espressoปกติ x 1กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"14/10/2022","13:23","BYSN4","","EBV","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","13:31","XMRMV","","EBV","มอคค่า/Mochaปกติ x 1กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"14/10/2022","13:31","XMRMV","","EBV","คุกกี้มัทฉะ/ Matcha cookies","Take Away","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"14/10/2022","13:31","XMRMV","","EBV","ชอฟท์คุกกี้/cookies","Take Away","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"14/10/2022","13:38","X7MQG","","EBV","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","13:38","X7MQG","","EBV","คุกกี้มัทฉะ/ Matcha cookies","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"14/10/2022","13:38","X7MQG","","EBV","ชอฟท์คุกกี้/cookies","Dine-In","3","15","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Cookie","1"
"14/10/2022","13:46","MQCBE","","EBV","I เอสเพรสโซ่/Iced Espressoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","13:46","MQCBE","","EBV","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","13:59","JEWLI","","EBV","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"14/10/2022","14:14","6BA62","","EBV","Iดัลโกน่า/Dalgona","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","14:14","6BA62","","EBV","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"14/10/2022","15:01","0NBKW","","EBV","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 150% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"14/10/2022","15:57","HV23L","","EBV","ชานม/Thai milk Tea100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"14/10/2022","16:07","I526Z","","EBV","ชาเขียว/Green Milk Teaปกติ x 150% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"14/10/2022","16:07","I526Z","","EBV","คุกกี้กาแฟ/coffe cookie","Take Away","1","15","15.00","0","0","15.00","VATable","Counter","","","โอนเงิน","","","Cookie","1"
"14/10/2022","16:07","I526Z","","EBV","คุกกี้มัทฉะ/ Matcha cookies","Take Away","1","15","15.00","0","0","15.00","VATable","Counter","","","โอนเงิน","","","Cookie","1"
"15/10/2022","07:36","LJVS4","","HJQ","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"15/10/2022","07:37","GV6OE","","HJQ","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"15/10/2022","07:37","GV6OE","","HJQ","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","2","45","90.00","0","0","90.00","VATable","Counter","","","โอนเงิน","","","Hot","1"
"15/10/2022","07:52","02K2Z","","HJQ","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"15/10/2022","07:52","02K2Z","","HJQ","H โกโก้/Hot Cocoaกลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","โอนเงิน","","","Hot","1"
"15/10/2022","07:53","SOUBO","","HJQ","ชาเขียว/Green Milk Tea1ซ็อต x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"15/10/2022","09:37","72OJK","","HJQ","โกโก้/Cocoaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"15/10/2022","09:58","L99DT","","HJQ","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"15/10/2022","10:02","NT098","","HJQ","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
